transaction_amount,transaction_type,account_age_days,num_previous_transactions,country,device_type,is_foreign_transaction,is_high_risk_country,is_anomaly
709.1647470745982,transfer,1313,13,Australia,desktop,1,1,0
4343.655199730585,payment,953,210,UK,mobile,0,1,0
2442.281679265073,deposit,1155,229,US,desktop,0,0,0
4473.815612201516,payment,1559,397,India,desktop,1,1,0
4001.277727177103,payment,1788,100,Canada,desktop,1,1,0
2131.815387301475,transfer,1624,31,UK,desktop,1,0,0
122.12184851738581,transfer,276,386,US,desktop,0,1,0
1350.7000233308809,deposit,1590,16,UK,desktop,0,1,0
2712.754731157726,transfer,2208,137,UK,mobile,1,0,0
3171.056316932475,transfer,2430,329,Australia,desktop,0,1,0
1296.8595503116794,deposit,2273,166,Australia,desktop,1,1,0
705.3868096233924,transfer,1969,459,Australia,tablet,0,1,0
4176.301881628503,withdrawal,959,310,US,mobile,1,0,0
4922.166881710725,payment,2722,440,UK,mobile,1,0,0
2633.1940096904023,payment,256,470,India,mobile,0,1,0
866.6796363830344,payment,2778,481,Canada,mobile,1,1,0
1368.813559331651,payment,294,100,Australia,desktop,1,1,0
101.769475971859,deposit,1425,109,Australia,desktop,0,0,0
4572.35104473689,payment,1487,343,UK,tablet,1,0,0
597.5779036218042,payment,675,173,UK,tablet,0,0,0
2886.8172128161254,payment,2288,237,US,mobile,1,1,0
1377.535551229158,payment,1448,162,US,tablet,0,1,0
2775.3482325538093,withdrawal,1503,393,Australia,tablet,1,1,0
3260.5877378758023,payment,1417,216,UK,mobile,1,1,0
4150.411600498936,withdrawal,1929,264,India,mobile,1,1,0
1040.04214608541,deposit,2534,263,Canada,tablet,1,0,0
64.86918500581758,transfer,2802,292,UK,desktop,0,1,0
693.0592940433482,payment,1279,274,UK,tablet,0,1,0
4501.093022822044,transfer,1011,3,US,tablet,0,1,0
4370.711487036951,transfer,1184,28,Canada,desktop,0,0,0
2991.0913798298384,deposit,617,326,Australia,desktop,0,1,0
3006.5791335639306,transfer,505,492,UK,mobile,0,0,0
3328.5330059858147,withdrawal,1851,428,Australia,mobile,0,0,0
885.1026803310134,transfer,1015,149,UK,tablet,1,0,0
4572.915610165549,transfer,2233,28,Australia,desktop,1,0,0
2099.664919211445,transfer,1271,488,Canada,mobile,1,0,0
1921.8612559649923,payment,219,310,US,tablet,1,1,0
2599.3993493613593,payment,1470,438,Canada,desktop,0,1,0
244.36017420752466,withdrawal,1010,65,India,tablet,0,0,0
839.7540100928362,withdrawal,1728,356,US,mobile,0,0,0
3692.7877459675883,payment,1745,21,Canada,mobile,1,0,0
423.16535294638106,withdrawal,2623,252,India,desktop,0,1,0
3019.729026237277,payment,70,235,UK,tablet,1,1,0
1234.2920573097915,deposit,2384,227,UK,desktop,0,0,0
1952.5851140694629,transfer,972,13,Australia,mobile,0,1,0
1450.5817464857923,transfer,367,313,US,mobile,0,1,0
1784.8068551600961,withdrawal,1367,49,UK,tablet,0,0,0
3598.039066869385,payment,1128,118,US,tablet,1,0,0
1492.6373609596433,payment,2356,54,UK,tablet,1,1,0
2836.3591550815167,withdrawal,925,138,Australia,desktop,0,1,0
2385.4915069735075,payment,2350,53,Canada,tablet,1,1,0
3321.7191151596144,deposit,2914,44,Australia,tablet,0,0,0
4684.780399230543,transfer,2697,303,India,mobile,0,0,0
3665.534765079149,withdrawal,1704,53,UK,mobile,0,0,1
1082.5524891678763,withdrawal,2939,74,India,tablet,0,1,0
165.6038439558105,payment,960,46,India,tablet,1,1,0
1318.697581056127,withdrawal,318,13,US,mobile,0,0,0
2979.4388741942716,deposit,753,165,UK,tablet,0,1,0
266.61480928640924,payment,2970,102,India,desktop,1,0,0
2486.8675735341694,payment,2349,280,Canada,desktop,0,1,0
2988.245816095277,payment,1983,258,India,desktop,1,0,1
1677.8770151766346,payment,1119,470,Canada,tablet,0,1,0
3856.8518966916513,deposit,512,337,US,mobile,0,1,0
541.9252831375213,payment,965,356,India,tablet,0,0,0
384.93753086168573,withdrawal,2325,398,Australia,tablet,0,0,0
3643.6618934559806,deposit,185,138,US,mobile,0,0,0
2482.5016678689303,transfer,1100,163,Canada,mobile,0,0,0
3445.127958174403,transfer,1988,409,US,mobile,1,0,0
2179.7884196326936,withdrawal,2531,387,India,desktop,0,1,0
1239.546145863143,withdrawal,2278,111,UK,tablet,1,0,1
4097.320565194257,deposit,1713,102,UK,mobile,1,0,0
3999.0852360552067,transfer,153,17,Canada,tablet,0,0,0
3476.5353895635894,transfer,2078,268,Canada,desktop,1,0,0
1368.0042347775138,transfer,997,182,UK,desktop,0,0,0
2955.251027676745,transfer,884,372,Canada,mobile,1,1,0
1811.2597457307338,transfer,669,24,US,mobile,0,0,0
466.99454589990444,payment,2268,29,Australia,tablet,1,0,0
4587.394741556592,withdrawal,1632,171,Australia,mobile,1,0,0
692.7249682856174,payment,2593,409,US,tablet,0,1,0
4751.684395565804,transfer,471,228,Australia,mobile,1,1,0
2235.568807060199,deposit,1974,378,India,tablet,0,0,0
